Date,Open,High,Low,Close,Adj Close,Volume
2024-01-03,244.979996,245.679993,236.320007,238.449997,238.449997,121082600
2024-01-04,239.250000,242.699997,237.729996,237.929993,237.929993,102629300
2024-01-05,236.860001,240.119995,234.899994,237.490005,237.490005,92379400
2024-01-08,236.139999,241.250000,235.300003,240.449997,240.449997,85166600
2024-01-09,238.110001,238.960007,232.039993,234.960007,234.960007,96705700
2024-01-10,235.100006,235.500000,231.289993,233.940002,233.940002,91628500
2024-01-11,230.570007,230.929993,225.369995,227.220001,227.220001,105873600
2024-01-12,220.080002,225.339996,217.149994,218.889999,218.889999,122889000
2024-01-16,215.100006,223.490005,212.179993,219.910004,219.910004,115355000
2024-01-17,214.860001,215.669998,212.009995,215.550003,215.550003,103164400
2024-01-18,216.880005,217.449997,208.740005,211.880005,211.880005,108595400
2024-01-19,209.990005,213.190002,207.559998,212.190002,212.190002,102095800
2024-01-22,212.259995,217.800003,206.270004,208.800003,208.800003,117952500
2024-01-23,211.300003,215.649994,207.750000,209.139999,209.139999,106605900
2024-01-24,211.880005,212.729996,206.770004,207.830002,207.830002,123369900
2024-01-25,189.699997,193.000000,180.059998,182.630005,182.630005,198076800
2024-01-26,185.500000,186.779999,182.100006,183.250000,183.250000,107343200
2024-01-29,185.630005,191.479996,183.669998,190.929993,190.929993,125013100
2024-01-30,195.330002,196.360001,190.610001,191.589996,191.589996,109982300
2024-01-31,187.000000,193.970001,185.850006,187.289993,187.289993,103221400
2024-02-01,188.500000,189.880005,184.279999,188.860001,188.860001,91843300
2024-02-02,185.039993,188.690002,182.000000,187.910004,187.910004,110505100
2024-02-05,184.259995,184.679993,175.009995,181.059998,181.059998,134294400
2024-02-06,177.210007,186.490005,177.110001,185.100006,185.100006,122676000
2024-02-07,188.179993,189.789993,182.679993,187.580002,187.580002,111535200
2024-02-08,189.000000,191.619995,185.580002,189.559998,189.559998,83034000
2024-02-09,190.179993,194.119995,189.479996,193.570007,193.570007,84476300
2024-02-12,192.110001,194.729996,187.279999,188.130005,188.130005,95498600
